id,stock_cat_name,stock_item_name,stock_item_tag,order_date,account_name,account_trade,stock_item_vacant,stock_item_size,order_license,order_due_date,order_expiry_date,order_review_date,order_desc,order_sc_desc,order_break_date,order_price,order_price_psf,order_sc_pa,order_sc_psf,
,Bathgate,38,Workshop,,,,Vacant,1067.00,,,,,,,,,,,
,Bathgate,39,Workshop,,Exquis-Eat Ltd,,Occupied,1126.00,,2016-05-01,2017-04-30,,Licence fee,,,11988.00,10.65,,
,Bathgate,40,Workshop,,Mrs Wilma Gilmour,,Occupied,1094.00,,2016-08-01,2017-07-31,,Licence fee,,,11028.00,10.08,,
,Bathgate,41,Workshop,,Mrs Karen Holland,,Occupied,789.00,,2016-09-01,2017-08-31,,Licence fee,,,6108.00,7.74,,
,Bathgate,42,Workshop,,,,Vacant,780.00,,,,,,,,,,,
,Bathgate,43,Workshop,,,,Vacant,736.00,,,,,,,,,,,
,Bellshill,1,Office,,Uber Britannia Limited,,Occupied,119.00,,2016-12-01,2017-05-31,,Licence Fee,,,5196.00,43.66,,
,Bellshill,2,Office,,,,Vacant,174.00,,,,,,,,,,,
,Bellshill,3,Office,,BMSI Ltd,,Occupied,255.00,,2017-02-01,2018-01-31,,Licence Fee,,,9228.00,36.19,,
,Bellshill,4,Office,,,,Vacant,216.00,,,,,,,,,,,
,Bellshill,5,Office,,,,Vacant,318.00,,,,,,,,,,,
,Bellshill,7,Office,,Volunteering Matters,,Occupied,215.00,,2016-09-01,2017-03-31,,Licence Fee,,,5604.00,26.07,,
,Bellshill,8,Office,,Forde Recruitment Ltd,,Occupied,215.00,,2017-01-01,2017-12-31,,Licence Fee,,,7428.00,34.55,,
,Bellshill,9,Office,,PPF Plc t/a ADR Network & T W Network,,Occupied,251.00,,2017-02-01,2018-01-31,,Licence Fee,,,8508.00,33.90,,
,Bellshill,10,Office,,,,Vacant,454.00,,,,,,,,,,,
,Bellshill,11,Office,,We Buy Any Car Ltd,,Occupied,454.00,,2016-11-01,2017-01-31,,Licence Fee,,,17376.00,38.27,,
,Bellshill,12,Office,,,,Vacant,506.00,,,,,,,,,,,
,Bellshill,13,Office,,Domain Design Agency Ltd,,Occupied,377.00,,2017-02-01,2018-01-31,,Licence Fee,,,8388.00,22.25,,
,Bellshill,14,Office,,WHP Projects Ltd,,Occupied,377.00,,2017-02-01,2017-07-31,,Licence Fee,,,14508.00,38.48,,
,Bellshill,15,Office,,Versum Materials UK Ltd,,Occupied,409.00,,2016-02-29,2017-02-28,,Licence Fee,,,13908.00,34.00,,
,Bellshill,17,Office,,Environmental Essentials Ltd,,Occupied,721.00,,2017-02-01,2017-07-31,,Licence Fee,,,15228.00,21.12,,
,Bellshill,18,Office,,Environmental Essentials Ltd,,Occupied,1098.00,,2017-02-01,2017-07-31,,Licence Fee,,,26268.00,23.92,,
,Bellshill,19,Office,,,,Vacant,721.00,,,,,,,,,,,
,Bellshill,20,Office,,Interactive Investor Trading Limited,,Occupied,1465.00,,2016-03-01,2017-02-28,,Licence Fee,,,17988.00,12.28,,
,Bellshill,22,Office,,Virtue Recruitment Services Ltd,,Occupied,1497.00,,2016-09-12,2018-10-31,,Licence Fee,,,24000.00,16.03,,
,Bellshill,23,Office,,Washington Inventory Service Ltd,,Occupied,1513.00,,2017-02-01,2017-07-31,,Licence Fee,,,26028.00,17.20,,
,Bellshill,24,Office,,SPAEN,,Occupied,798.00,,2016-01-01,2017-12-31,,Licence Fee,,,22872.00,28.66,,
,Bellshill,25,Office,,First Personnel Services Plc,,Occupied,798.00,,2016-07-01,2017-06-30,,Licence Fee,,,13200.00,16.54,,
,Bellshill,26,Office,,Stephen McCann,,Occupied,798.00,,2016-08-01,2017-07-31,,Licence Fee,,,11508.00,14.42,,
,Bellshill,27,Office,,Payment Protection Scotland Ltd,,Occupied,798.00,,2016-08-01,2017-07-31,,Licence Fee,,,13188.00,16.53,,
,Bellshill,28,Office,,,,Vacant,798.00,,,,,,,,,,,
,Bellshill,29,Office,,,,Vacant,798.00,,,,,,,,,,,
,Bellshill,30,Office,,Seven Telemarketing,,Occupied,886.00,,2017-01-01,2017-12-31,,Licence Fee,,,20256.00,22.86,,
,Bellshill,31,Workshop,,Lanarkshire Party Hire,,Occupied,884.00,,2016-11-01,2017-10-31,,Licence Fee,,,5868.00,6.64,,
,Bellshill,32,Workshop,,Sewco Ltd,,Occupied,884.00,,2016-08-01,2017-07-31,,Licence Fee,,,5868.00,6.64,,
,Bellshill,33,Workshop,,Ricky Kretowicz,,Occupied,884.00,,2016-06-10,2017-06-30,,Licence Fee,,,6804.00,7.70,,
,Bellshill,34,Workshop,,GCR - AUTO LTD,,Occupied,884.00,,2016-07-01,2017-06-30,,Licence Fee,,,6804.00,7.70,,
,Bellshill,35,Workshop,,Peter Coakley Distribution Limited,,Occupied,11980.00,,2016-08-01,2021-07-31,,Licence Fee,,,9600.00,0.80,,
,Bellshill,36,Workshop,,Mariusz Stachowiak and Mark Walsh,,Occupied,6002.00,,2016-08-01,2018-07-31,,Licence Fee,,,12000.00,2.00,,
,Bellshill,38-41,Workshop,,Central Bakery Supplies Ltd,,Occupied,10004.00,,2016-05-01,2017-04-30,,Licence Fee,,,55956.00,5.59,,
,Bellshill,39,Workshop,,Gamestec Leisure Limited,,Occupied,11330.00,,2016-05-01,2018-04-30,,Licence Fee,,,56556.00,4.99,,
,Bellshill,42,Workshop,,Hammonds Furniture Ltd,,Occupied,4039.00,,2016-11-01,2017-10-31,,Licence Fee,,,35148.00,8.70,,
,Bellshill,44,Office,,Ecosse Eurpoean Logistics,,Occupied,249.00,,2016-09-13,2017-09-30,,Licence Fee,,,5040.00,20.24,,
,Bellshill,45,Office,,,,Vacant,249.00,,,,,,,,,,,
,Bellshill,46,Office,,Cindy MacKenzie Beauty Academy,,Occupied,249.00,,2016-03-01,2018-01-31,,Licence Fee,,,6708.00,26.94,,
,Bellshill,47,Office,,,,Vacant,242.00,,,,,,,,,,,
,Bellshill,48,Office,,,,Vacant,246.00,,,,,,,,,,,
,Bellshill,49,Office,,Opal Telecom Ltd/Talk Talk Technology,,Occupied,242.00,,2016-04-01,2017-03-31,,Licence Fee,,,6480.00,26.78,,
,Bellshill,50,Office,,Community Living Lanarkshire,,Occupied,183.00,,2016-10-01,2017-09-30,,Licence Fee,,,3708.00,20.26,,
,Bellshill,51,Office,,Pride Coatings Scotland Ltd,,Occupied,193.00,,2016-04-22,2017-04-30,,Licence Fee,,,4668.00,24.19,,
,Bellshill,52,Office,,JAG Network Ltd,,Occupied,193.00,,2016-04-01,2017-03-31,,Licence Fee,,,4068.00,21.08,,
,Bellshill,53,Office,,INFINITY CONSTRUCTION LIMITED,,Occupied,193.00,,2016-05-01,2017-04-30,,Licence Fee,,,4668.00,24.19,,
,Bellshill,54,Office,,Way to Independence,,Occupied,187.00,,2016-05-09,2018-05-31,,Licence Fee,,,4752.00,25.41,,
,Bellshill,55,Office,,,,Vacant,177.00,,,,,,,,,,,
,Bellshill,56,Workshop,,Astley Signs Limited,,Occupied,1000.00,,2016-08-01,2017-07-31,,Licence Fee,,,11028.00,11.03,,
,Bellshill,57,Workshop,,Blue Pear International Ltd,,Occupied,1000.00,,2016-05-24,2017-05-31,,Licence Fee,,,8628.00,8.63,,
,Bellshill,58,Workshop,,Italianissimo Food and Beverages Ltd,,Occupied,1000.00,,2016-06-01,2017-05-31,,Licence Fee,,,8628.00,8.63,,
,Bellshill,59,Workshop,,Ricky Kretowicz,,Occupied,1000.00,,2016-01-01,2017-06-30,,Licence Fee,,,10548.00,10.55,,
,Bellshill,60,Workshop,,Stewart Roofing & Building Ltd,,Occupied,1000.00,,2016-06-01,2017-05-31,,Licence Fee,,,9348.00,9.35,,
,Bellshill,61,Workshop,,Mr Boatjumbles,,Occupied,1000.00,,2015-12-01,2016-11-30,,Licence Fee,,,0.00,0.00,,
,Bellshill,62,Workshop,,Sommerville  Safety Group,,Occupied,1000.00,,2016-09-01,2017-08-31,,Licence Fee,,,7188.00,7.19,,
,Bellshill,63,Workshop,,Strathclyde Plastic Fabricators Ltd,,Occupied,1000.00,,2016-05-01,2017-04-30,,Licence Fee,,,11148.00,11.15,,
,Bellshill,64,Workshop,,HLD Properties Ltd,,Occupied,2002.00,,2015-12-01,2017-11-30,,Licence Fee,,,14244.00,7.11,,
,Bellshill,Café,Workshop,,Fresh Belly Bites,,Occupied,970.00,,2016-05-01,2017-04-30,,Licence Fee,,,9348.00,9.64,,
,Bellshill,A1,Storage,,,,Vacant,25.00,,,,,,,,,,,
,Bellshill,A2,Storage,,William Bryce,,Occupied,25.00,,2015-11-01,2018-10-31,,Licence Fee,,,552.00,22.08,,
,Bellshill,A3,Storage,,,,Vacant,25.00,,,,,,,,,,,
,Bellshill,A4,Storage,,,,Vacant,25.00,,,,,,,,,,,
,Bellshill,B1,Storage,,LAURA HAYES,,Occupied,36.00,,2016-06-01,2017-05-31,,Licence Fee,,,828.00,23.00,,
,Bellshill,B2,Storage,,Duncan Mitchell,,Occupied,36.00,,2015-11-01,2016-12-31,,Licence Fee,,,684.00,19.00,,
,Bellshill,B3,Storage,,Robert Henderson,,Occupied,36.00,,2015-11-01,2018-10-31,,Licence Fee,,,696.00,19.33,,
,Bellshill,B4,Storage,,DEBBIE JOHNSTON,,Occupied,36.00,,2016-02-29,2018-03-31,,Licence Fee,,,708.00,19.67,,
,Bellshill,B5,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B6,Storage,,Frontline Consultants Ltd,,Occupied,36.00,,2015-11-01,2017-09-30,,Licence Fee,,,696.00,19.33,,
,Bellshill,B7,Storage,,Chris Shanks,,Occupied,36.00,,2015-11-01,2017-11-01,,Licence Fee,,,636.00,17.67,,
,Bellshill,B8/H6,Storage,,Marcella Imrie,,Occupied,108.00,,2015-11-01,2017-10-31,,Licence Fee,,,1452.00,13.44,,
,Bellshill,B9,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B10,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B11,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B12,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B13,Storage,,Kevin Gilmour,,Occupied,32.00,,2015-11-01,2018-10-31,,Licence Fee,,,648.00,20.25,,
,Bellshill,B14,Storage,,Calum Truesdale,,Occupied,36.00,,2016-09-24,2016-11-24,,Licence Fee,,,0.00,0.00,,
,Bellshill,B15,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B16,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,B17,Storage,,,,Vacant,36.00,,,,,,,,,,,
,Bellshill,D1,Storage,,Lorriane Martin,,Occupied,51.00,,2015-07-01,2016-12-31,,Licence Fee,,,1068.00,20.94,,
,Bellshill,D2,Storage,,Hollie Menzies,,Occupied,51.00,,2016-02-16,2018-01-31,,Licence Fee,,,1068.00,20.94,,
,Bellshill,D3,Storage,,,,Vacant,51.00,,,,,,,,,,,
,Bellshill,D4,Storage,,JOHN KERR,,Occupied,51.00,,2016-04-01,2018-03-31,,Licence Fee,,,948.00,18.59,,
,Bellshill,D5,Storage,,,,Vacant,51.00,,,,,,,,,,,
,Bellshill,D6,Storage,,,,Vacant,44.00,,,,,,,,,,,
,Bellshill,D7,Storage,,Samantha Laing,,Occupied,51.00,,2016-04-20,2018-03-31,,Licence Fee,,,948.00,18.59,,
,Bellshill,D8,Storage,,,,Vacant,54.00,,,,,,,,,,,
,Bellshill,D9,Storage,,Francis Gallagher,,Occupied,51.00,,2015-11-01,2018-10-31,,Licence Fee,,,876.00,17.18,,
,Bellshill,D10,Storage,,,,Vacant,51.00,,,,,,,,,,,
,Bellshill,D11,Storage,,Peter Blair,,Occupied,51.00,,2016-07-26,2017-07-26,,Licence Fee,,,708.00,13.88,,
,Bellshill,D12,Storage,,,,Vacant,51.00,,,,,,,,,,,
,Bellshill,D13,Storage,,Andrew Baillie,,Occupied,51.00,,2016-09-05,2018-09-05,,Licence Fee,,,408.00,8.00,,
,Bellshill,D14,Storage,,Paul Kearney,,Occupied,51.00,,2016-08-11,2018-07-30,,Licence Fee,,,948.00,18.59,,
,Bellshill,E1,Storage,,Environmental Essentials Ltd.,,Occupied,55.00,,2015-11-01,2018-10-31,,Licence Fee,,,948.00,17.24,,
,Bellshill,F1,Storage,,Allison McKechnie,,Occupied,70.00,,2015-11-01,2018-10-31,,Licence Fee,,,972.00,13.89,,
,Bellshill,F2,Storage,,,,Vacant,70.00,,,,,,,,,,,
,Bellshill,F3,Storage,,Poseidon Systems LLC,,Occupied,70.00,,2015-11-18,2016-12-31,,Licence Fee,,,1716.00,24.51,,
,Bellshill,F4,Storage,,Alan Maxwell,,Occupied,70.00,,2016-08-12,2017-08-12,,Licence Fee,,,1068.00,15.26,,
,Bellshill,F5,Storage,,,,Vacant,70.00,,,,,,,,,,,
,Bellshill,F6,Storage,,Mr Karl O. Dunnell,,Occupied,70.00,,2016-07-07,2016-12-31,,Licence Fee,,,1068.00,15.26,,
,Bellshill,G1,Storage,,,,Vacant,75.00,,,,,,,,,,,
,Bellshill,H1,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H2,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H3,Storage,,Axis Storage and Interiors Solutions Limited,,Occupied,80.00,,2016-02-01,2017-01-31,,Licence Fee,,,1536.00,19.20,,
,Bellshill,H4,Storage,,North South Communication Ltd.,,Occupied,80.00,,2014-10-01,2018-09-30,,Licence Fee,,,1188.00,14.85,,
,Bellshill,H5,Storage,,Rosker UK Ltd,,Occupied,80.00,,2016-03-01,2017-02-28,,Licence Fee,,,624.00,7.80,,
,Bellshill,H7,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H8,Storage,,Patrena McKinnon,,Occupied,80.00,,2016-02-01,2016-12-31,,Licence Fee,,,1500.00,18.75,,
,Bellshill,H9,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H10,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H11,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H12,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H13,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,H14,Storage,,,,Vacant,80.00,,,,,,,,,,,
,Bellshill,I1,Storage,,John McCormack,,Occupied,100.00,,2016-07-16,2016-12-31,,Licence Fee,,,1548.00,15.48,,
,Bellshill,I2,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I3,Storage,,Murray Hamilton & Chalmers,,Occupied,100.00,,2016-04-01,2017-03-31,,Licence Fee,,,1356.00,13.56,,
,Bellshill,I4,Storage,,Murray Hamilton and Chalmers,,Occupied,100.00,,2016-05-01,2017-04-30,,Licence Fee,,,1356.00,13.56,,
,Bellshill,I5,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I6,Storage,,GHI Contracts Ltd.,,Occupied,100.00,,2015-11-01,2018-10-31,,Licence Fee,,,1368.00,13.68,,
,Bellshill,I7,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I8,Storage,,The Mountain Boot Co Ltd,,Occupied,100.00,,2015-11-01,2018-10-31,,Licence Fee,,,1368.00,13.68,,
,Bellshill,I9,Storage,,Benson Wood & Co,,Occupied,100.00,,2015-12-01,2016-11-30,,Licence Fee,,,0.00,0.00,,
,Bellshill,I10,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I11,Storage,,Aurum Biosciences Limited,,Occupied,100.00,,2016-06-09,2017-04-30,,Licence Fee,,,1716.00,17.16,,
,Bellshill,I12,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I13,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,I14,Storage,,,,Vacant,100.00,,,,,,,,,,,
,Bellshill,J1,Storage,,,,Vacant,130.00,,,,,,,,,,,
,Bellshill,J2,Storage,,Cairn Housing,,Occupied,60.00,,2015-09-05,2017-08-31,,Licence Fee,,,2748.00,45.80,,
,Bellshill,K1,Storage,,STEVEN TAYLOR,,Occupied,60.00,,2016-09-09,2017-09-30,,Licence Fee,,,828.00,13.80,,
,Bellshill,K2,Storage,,Heather Rankin,,Occupied,60.00,,2016-10-07,2018-05-31,,Licence Fee,,,948.00,15.80,,
,Bellshill,K3,Storage,,Voluntary Action North Lanarkshire (Central Office,,Occupied,30.00,,2015-11-01,2018-05-31,,Licence Fee,,,960.00,32.00,,
,Bellshill,L1,Storage,,Audrey Fanning,,Occupied,30.00,,2014-10-01,2018-09-30,,Licence Fee,,,708.00,23.60,,
,Bellshill,L2,Storage,,,,Vacant,30.00,,,,,,,,,,,
,Bellshill,L3,Storage,,Richard Kerr,,Occupied,30.00,,2015-11-01,2018-10-31,,Licence Fee,,,588.00,19.60,,
,Bellshill,L4,Storage,,Peter Bradley,,Occupied,30.00,,2015-11-01,2018-10-31,,Licence Fee,,,708.00,23.60,,
,Bellshill,L5,Storage,,Heather Murray,,Occupied,30.00,,2015-09-04,2018-08-31,,Licence Fee,,,588.00,19.60,,
,Bellshill,L6,Storage,,J & S Associates LLP,,Occupied,30.00,,2016-10-20,2018-09-30,,Licence Fee,,,708.00,23.60,,
,Bellshill,L7,Storage,,Raymond Adlam,,Occupied,30.00,,2016-05-23,2017-04-30,,Licence Fee,,,588.00,19.60,,
,Blackpool BP,1,Office,,Pink Link Ladies Ltd,,Occupied,301.00,,2016-05-01,2017-04-30,,Licence Fee,,,4668.00,15.51,,
,Blackpool BP,2,Office,,Happy Bride Guide,,Occupied,231.00,,2016-11-01,2017-04-30,,Licence Fee,,,3624.00,15.69,,
,Blackpool BP,3,Office,,We Buy Any Car Ltd,,Occupied,231.00,,2017-02-01,2017-07-31,,Licence Fee,,,4908.00,21.25,,
,Blackpool BP,4,Office,,Wildshark Limited,,Occupied,316.00,,2016-10-01,2017-09-30,,Licence Fee,,,3828.00,12.11,,
,Blackpool BP,5,Office,,Starkey Group Limited,,Occupied,271.00,,2016-11-01,2017-01-31,,Licence Fee,,,4584.00,16.92,,
,Blackpool BP,6,Office,,Elite Home Improvements Ltd,,Occupied,474.00,,2016-11-01,2017-10-31,,Licence Fee,,,5028.00,10.61,,
,Blackpool BP,7,Office,,Brownbridge Limited,,Occupied,265.00,,2016-11-01,2017-07-31,,Licence Fee,,,3108.00,11.73,,
,Blackpool BP,8,Office,,Electric Bed Shop,,Occupied,711.00,,2016-05-01,2017-04-30,,Licence Fee,,,9000.00,12.66,,
,Blackpool BP,9,Office,,Energy Smart Glass,,Occupied,660.00,,2016-10-01,2017-03-31,,Licence Fee,,,7260.00,11.00,,
,Blackpool BP,10,Office,,OBAS UK LTD,,Occupied,748.00,,2016-10-01,2017-09-30,,Licence Fee,,,7308.00,9.77,,
,Blackpool BP,11,Office,,Fancensus.com,,Occupied,496.00,,2016-10-01,2017-09-30,,Licence Fee,,,4788.00,9.65,,
,Blackpool BP,12,Office,,Peter Turner,,Occupied,590.00,,2017-01-01,2017-12-31,,Licence Fee,,,6480.00,10.98,,
,Blackpool BP,13,Office,,Dual Media,,Occupied,590.00,,2016-05-01,2017-04-30,,Licence Fee,,,8160.00,13.83,,
,Blackpool BP,14,Workshop,,J E I Ltd,,Occupied,921.00,,2016-12-01,2017-11-30,,Licence Fee,,,6492.00,7.05,,
,Blackpool BP,15,Workshop,,Harriet McLean,,Occupied,1000.00,,2017-02-01,2018-01-31,,Licence Fee,,,6468.00,6.47,,
,Blackpool BP,16,Workshop,,Positive Signs (NW) LTD,,Occupied,1000.00,,2016-05-01,2017-04-30,,Licence Fee,,,6720.00,6.72,,
,Blackpool BP,17,Workshop,,Adam Topham,,Occupied,1000.00,,2016-11-01,2018-04-30,,Licence Fee,,,6360.00,6.36,,
,Blackpool BP,18,Workshop,,Custom Auto Fabrications,,Occupied,1476.00,,2017-02-01,2018-01-31,,Licence Fee,,,9108.00,6.17,,
,Blackpool BP,19,Workshop,,Vish Moudgil,,Occupied,501.00,,2016-11-01,2017-04-30,,Licence Fee,,,4668.00,9.32,,
,Blackpool BP,20,Workshop,,BIU,,Occupied,751.00,,2016-04-01,2017-03-31,,Licence Fee,,,5868.00,7.81,,
,Blackpool BP,21,Workshop,,North Western Inshore Fisheries and Conservation Authority,,Occupied,751.00,,2016-05-01,2018-04-30,,Licence Fee,,,5376.00,7.16,,
,Blackpool BP,22,Workshop,,GDR (Fylde) Ltd,,Occupied,900.00,,2016-05-01,2017-04-30,,Licence Fee,,,6600.00,7.33,,
,Blackpool BP,23,Workshop,,,,Vacant,961.00,,,,,,,,,,,
,Blackpool BP,24,Workshop,,Damian Hitchon,,Occupied,1251.00,,2016-05-01,2018-04-30,,Licence Fee,,,8220.00,6.57,,
,Blackpool BP,25,Workshop,,SKS Productions Ltd,,Occupied,1251.00,,2016-11-01,2017-04-30,,Licence Fee,,,8880.00,7.10,,
,Blackpool BP,26,Workshop,,North West Steel Craft,,Occupied,1501.00,,2016-11-01,2017-10-31,,Licence Fee,,,9780.00,6.52,,
,Blackpool BP,27,Workshop,,Flow Creations,,Occupied,1000.00,,2016-09-01,2017-02-28,,Licence Fee,,,7788.00,7.79,,
,Blackpool BP,28,Workshop,,PNG Digital Ltd,,Occupied,1426.00,,2016-05-01,2017-04-30,,Licence Fee,,,9600.00,6.73,,
,Blackpool BP,29,Workshop,,Paul Turner Displays,,Occupied,751.00,,2017-01-01,2017-06-30,,Licence Fee,,,5760.00,7.67,,
,Blackpool BP,30,Workshop,,Handyworx,,Occupied,751.00,,2016-07-01,2018-06-30,,Licence Fee,,,6228.00,8.29,,
,Blackpool BP,31,Workshop,,The Hidden Jem,,Occupied,1000.00,,2016-05-01,2017-04-30,,Licence Fee,,,6720.00,6.72,,
,Blackpool BP,32,Workshop,,Halfords PLC,,Occupied,1000.00,,2016-05-01,2017-04-30,,Licence Fee,,,7788.00,7.79,,
,Blackpool BP,33,Workshop,,A2Z Hydroponics,,Occupied,900.00,,2016-05-01,2018-04-30,,Licence Fee,,,6420.00,7.13,,
,Blackpool BP,34,Office,,AFS Advocate Financial Services Limited,,Occupied,501.00,,2016-05-01,2017-04-30,,Licence Fee,,,5748.00,11.47,,
,Blackpool BP,35,Office,,,,Vacant,501.00,,,,,,,,,,,
,Blackpool BP,36,Office,,,,Vacant,501.00,,,,,,,,,,,
,Blackpool BP,38,Office,,Advocacy Focus,,Occupied,551.00,,2017-02-01,2017-07-31,,Licence Fee,,,9468.00,17.18,,
,Blackpool Syc,Suite 1,Office,,Kelly`s Kitchen,,Occupied,213.00,,2016-05-01,2017-04-30,,Licence Fee,,,3600.00,16.90,,
